iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,dF_pop,q_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_q_exp,omega_ifn0,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_ifn0_b_exp,corr_p_b_exp,corr_q_exp_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_ifn0_beta_exp,corr_p_beta_exp,corr_q_exp_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_ifn0_delta0,corr_p_delta0,corr_q_exp_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_ifn0_h_0,corr_p_h_0,corr_q_exp_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_p_ifn0,corr_q_exp_ifn0,corr_rho_exp_ifn0,corr_sigma_ifn0,corr_tc_ifn0,corr_td_ifn0,corr_q_exp_p,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_rho_exp_q_exp,corr_sigma_q_exp,corr_tc_q_exp,corr_td_q_exp,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3
293,1702.37,1,-3.73893,0.938397,2.76871,1.88628,-2.36256,0.627653,6.20108,0.434385,-1.47523,-1.64614,0.985105,-4.33624,0.556986,1.22649,0.450265,0.447908,1.21995,0.191158,1.57756,0.54737,0.521599,0.164851,0.4416,-0.857398,-0.593387,-0.953524,0.35369,0.186761,-0.539026,-0.812322,-0.187294,-0.824179,0.522339,0.596481,0.754925,-0.578488,-0.263793,0.638302,0.742859,-0.00165651,0.66829,-0.654627,0.58993,-0.784666,0.228772,0.684863,0.912705,0.609729,0.809518,-0.28881,-0.27113,-0.237897,0.564486,0.804017,0.184222,0.786491,-0.333193,-0.0777133,-0.672322,-0.651392,-0.283742,-0.530593,0.382611,-0.410648,0.121876,0.732065,0.153665,-0.281584,0.653944,-0.0207972,0.507821,-0.0330511,0.536182,0.894519,-0.407902,0.620345,-0.125102,-0.432466,0.89088,0.38563,0.56228
294,1704.8,1,-3.76512,0.923021,2.79006,1.90185,-2.36355,0.626725,6.31059,0.436299,-1.45358,-1.66604,0.993466,-4.34258,0.557349,1.21383,0.463159,0.447841,1.22971,0.195763,1.6044,0.53606,0.523767,0.163071,0.458291,-0.862193,-0.569058,-0.950045,0.334973,0.162181,-0.529528,-0.823297,-0.227679,-0.822188,0.522155,0.575323,0.768523,-0.593424,-0.248744,0.612086,0.757488,0.0539889,0.685245,-0.641827,0.579986,-0.738109,0.219767,0.701526,0.888421,0.634051,0.813123,-0.282338,-0.267531,-0.238069,0.603862,0.817289,0.195273,0.775697,-0.315016,0.0382378,-0.659978,-0.593468,-0.253805,-0.519976,0.386947,-0.429695,0.119562,0.71773,0.149504,-0.312729,0.656175,0.0252134,0.530015,0.010006,0.56257,0.895468,-0.420219,0.643554,-0.18901,-0.457105,0.88064,0.388318,0.573219
295,1714.54,1,-3.76129,0.960952,2.78522,1.86012,-2.36914,0.626773,6.62246,0.442776,-1.44093,-1.63493,0.937922,-4.34451,0.544955,1.22554,0.472686,0.477395,1.22551,0.201645,1.53687,0.528741,0.52122,0.171337,0.48694,-0.853896,-0.598261,-0.947042,0.347529,0.161376,-0.531666,-0.826528,-0.204874,-0.837102,0.533383,0.578125,0.753058,-0.597756,-0.263086,0.583596,0.740253,0.00498243,0.681553,-0.649137,0.586999,-0.747969,0.211005,0.635359,0.893938,0.593153,0.824486,-0.335564,-0.272816,-0.245506,0.607236,0.810632,0.153461,0.776446,-0.334235,0.046915,-0.622351,-0.60071,-0.227004,-0.535907,0.384567,-0.534809,0.103135,0.715727,0.125121,-0.320939,0.606922,-0.0741112,0.515216,0.0812808,0.516089,0.884801,-0.437744,0.600946,-0.199211,-0.47769,0.881375,0.393335,0.582953
296,1713.87,1,-3.7605,0.965139,2.78475,1.86826,-2.37897,0.627436,6.67694,0.442433,-1.41449,-1.62431,0.954835,-4.33637,0.544708,1.20847,0.457854,0.47519,1.23199,0.206707,1.57907,0.531393,0.511114,0.168876,0.488604,-0.841741,-0.599407,-0.953977,0.386652,0.217351,-0.54099,-0.81545,-0.201099,-0.840661,0.537721,0.562206,0.749971,-0.645025,-0.329495,0.611536,0.701521,-0.0242657,0.678344,-0.660916,0.614131,-0.738553,0.150456,0.635413,0.886767,0.595813,0.829491,-0.313666,-0.317076,-0.267934,0.608049,0.817744,0.181639,0.799294,-0.348624,0.114882,-0.631744,-0.600052,-0.222261,-0.563077,0.41233,-0.598658,0.0723543,0.703949,0.0602567,-0.26378,0.577359,-0.0952271,0.528783,0.0547942,0.543095,0.888471,-0.440483,0.593522,-0.195346,-0.478006,0.872841,0.391327,0.559055
297,1702.77,1,-3.76156,0.998997,2.78426,1.87084,-2.36444,0.627806,6.76358,0.443358,-1.45136,-1.60442,0.94793,-4.3432,0.548372,1.166,0.438147,0.479234,1.22743,0.204639,1.60311,0.531126,0.506492,0.167864,0.48524,-0.844004,-0.600903,-0.948651,0.331566,0.224922,-0.499683,-0.826308,-0.204725,-0.841406,0.568471,0.554037,0.738944,-0.60364,-0.333422,0.556808,0.720762,-0.0097524,0.67391,-0.698915,0.628574,-0.693858,0.130618,0.568502,0.865123,0.604854,0.830413,-0.332716,-0.270247,-0.264827,0.568951,0.814875,0.191904,0.805388,-0.371075,0.201453,-0.637508,-0.520462,-0.176481,-0.515236,0.345022,-0.678877,0.0781705,0.715018,0.0385387,-0.255144,0.474824,-0.15907,0.48325,0.0720222,0.556598,0.888607,-0.517502,0.585917,-0.2258,-0.495545,0.866917,0.384648,0.559965
298,1694.29,1,-3.77907,0.997953,2.78617,1.88195,-2.37741,0.631041,6.74078,0.445404,-1.42655,-1.59871,0.934872,-4.33613,0.542787,1.19245,0.431402,0.485265,1.21667,0.198778,1.57076,0.526152,0.493616,0.164494,0.445395,-0.849215,-0.581966,-0.948796,0.378445,0.211171,-0.52182,-0.818672,-0.218201,-0.849805,0.564528,0.542114,0.74839,-0.628782,-0.294586,0.554365,0.707915,0.0114051,0.687989,-0.721083,0.62198,-0.693088,0.153992,0.492831,0.871608,0.631487,0.839357,-0.356667,-0.341153,-0.265126,0.590977,0.812169,0.215098,0.825992,-0.377568,0.236141,-0.643752,-0.528036,-0.126981,-0.524163,0.374382,-0.714605,0.127107,0.742238,0.0715888,-0.266109,0.418401,-0.221044,0.460998,0.0372014,0.590347,0.908501,-0.533171,0.597054,-0.237492,-0.516258,0.865401,0.389733,0.549526
299,1703.07,1,-3.8112,0.98108,2.77831,1.92571,-2.35494,0.632391,6.64219,0.442352,-1.42676,-1.61543,0.935685,-4.33054,0.529486,1.20811,0.425628,0.476829,1.20493,0.198122,1.49639,0.537584,0.498444,0.163809,0.429875,-0.826448,-0.572587,-0.946911,0.326508,0.206505,-0.53,-0.823558,-0.195096,-0.845624,0.542098,0.520389,0.709849,-0.616281,-0.318227,0.596414,0.672889,-0.0461566,0.646467,-0.653429,0.607911,-0.610713,0.197656,0.482628,0.879137,0.611994,0.820716,-0.335367,-0.26879,-0.244821,0.577527,0.833226,0.206196,0.821309,-0.35597,0.272405,-0.683549,-0.437969,-0.00493144,-0.420676,0.280486,-0.692576,0.123364,0.755306,0.119092,-0.300886,0.462128,-0.24598,0.427169,0.0617513,0.557223,0.916591,-0.493266,0.604058,-0.237692,-0.510972,0.872651,0.402291,0.551213
300,1693.04,1,-3.80218,0.926691,2.79068,1.8845,-2.37072,0.630167,6.58353,0.441105,-1.43344,-1.61321,0.93782,-4.3352,0.527339,1.18387,0.426275,0.457746,1.19817,0.199115,1.54035,0.530338,0.494553,0.164931,0.440921,-0.822154,-0.631571,-0.946302,0.391392,0.203159,-0.557211,-0.831035,-0.202704,-0.860015,0.505658,0.551561,0.705739,-0.638658,-0.316516,0.613697,0.674404,-0.0587171,0.651535,-0.6643,0.650546,-0.595886,0.199121,0.541251,0.909477,0.582347,0.835147,-0.327117,-0.291058,-0.265909,0.599694,0.826384,0.185677,0.822566,-0.305351,0.20919,-0.704039,-0.474273,-0.0429378,-0.459793,0.308733,-0.626618,0.137291,0.787725,0.116006,-0.278079,0.514876,-0.211317,0.472938,0.0381405,0.545085,0.920648,-0.45857,0.582674,-0.225736,-0.475296,0.873184,0.394214,0.555898
301,1692.84,1,-3.80159,0.930629,2.79981,1.89129,-2.38001,0.630736,6.50692,0.439934,-1.42249,-1.60765,0.937434,-4.34209,0.515844,1.1391,0.43229,0.442454,1.19366,0.19751,1.47338,0.528108,0.489374,0.167692,0.435764,-0.826634,-0.629025,-0.940366,0.443863,0.188648,-0.542396,-0.825362,-0.206995,-0.86735,0.510519,0.526701,0.695171,-0.677586,-0.282002,0.576188,0.645787,-0.0291825,0.662688,-0.689979,0.652098,-0.603422,0.210505,0.528016,0.906531,0.584236,0.815985,-0.32695,-0.322198,-0.268283,0.583646,0.82417,0.172433,0.814674,-0.285178,0.152471,-0.675213,-0.496061,-0.0953428,-0.503567,0.379213,-0.611466,0.165394,0.802531,0.123369,-0.304625,0.476405,-0.213741,0.471564,0.0443348,0.569137,0.916042,-0.457366,0.5706,-0.285703,-0.503893,0.860006,0.394004,0.565784
302,1700.19,1,-3.79911,0.945561,2.81514,1.90931,-2.39805,0.632792,6.52819,0.43494,-1.38439,-1.61412,0.928835,-4.33607,0.508455,1.1576,0.421188,0.439538,1.19082,0.200189,1.41814,0.538689,0.49771,0.178566,0.447446,-0.820213,-0.603964,-0.937721,0.467414,0.195243,-0.554248,-0.824249,-0.197207,-0.852161,0.491714,0.538332,0.678,-0.718429,-0.263918,0.601397,0.655179,-0.0367241,0.646681,-0.689807,0.619851,-0.605711,0.176351,0.545727,0.886286,0.549545,0.815012,-0.297742,-0.331652,-0.284658,0.58021,0.809305,0.156081,0.804454,-0.260568,0.214638,-0.749247,-0.481215,-0.04057,-0.500516,0.363824,-0.61586,0.148574,0.786947,0.134484,-0.286508,0.48394,-0.197416,0.48887,-0.00762663,0.549808,0.926133,-0.459219,0.592763,-0.237382,-0.46411,0.865409,0.394663,0.56103
303,1707.14,1,-3.79446,0.965916,2.81492,1.91687,-2.38994,0.630548,6.53054,0.450463,-1.41375,-1.65032,0.956727,-4.35322,0.519493,1.18192,0.407054,0.441654,1.19121,0.19765,1.43528,0.532914,0.502135,0.182229,0.457656,-0.818072,-0.575732,-0.935195,0.418156,0.136359,-0.501379,-0.835461,-0.201918,-0.842917,0.493114,0.526806,0.679053,-0.686317,-0.211338,0.575159,0.667299,-0.0264254,0.648704,-0.684334,0.615752,-0.5818,0.229851,0.546541,0.858447,0.539636,0.793958,-0.25037,-0.326251,-0.211681,0.541767,0.836161,0.177987,0.798452,-0.255197,0.252028,-0.79306,-0.43023,0.0116736,-0.452299,0.275478,-0.571797,0.188232,0.786218,0.190919,-0.288656,0.451172,-0.186384,0.445406,0.0328513,0.536167,0.909588,-0.435292,0.605314,-0.204693,-0.45381,0.857012,0.395281,0.569752
304,1701.5,1,-3.79534,0.950177,2.83172,1.91224,-2.38622,0.629888,6.50488,0.44543,-1.42546,-1.654,0.970541,-4.35549,0.508456,1.16198,0.410403,0.4577,1.21387,0.201881,1.39924,0.5453,0.505161,0.191138,0.424023,-0.793735,-0.547141,-0.934547,0.416116,0.160765,-0.519207,-0.8167,-0.178819,-0.816142,0.509697,0.494282,0.637109,-0.713044,-0.238678,0.598241,0.636567,-0.0461047,0.590851,-0.714205,0.593221,-0.586392,0.206445,0.534436,0.847988,0.536301,0.781892,-0.180496,-0.330391,-0.224605,0.547718,0.819958,0.167796,0.783142,-0.265434,0.307227,-0.797919,-0.40474,0.090815,-0.406575,0.266311,-0.599169,0.202543,0.808177,0.191495,-0.213715,0.411364,-0.248228,0.431038,0.0146616,0.544808,0.889628,-0.423897,0.617049,-0.173331,-0.407057,0.860701,0.397489,0.554518
305,1701.03,1,-3.78596,0.996452,2.82428,1.90848,-2.37277,0.629881,6.5492,0.444413,-1.42808,-1.64821,0.969292,-4.34951,0.527405,1.12787,0.408451,0.448982,1.2099,0.197954,1.37651,0.554268,0.507443,0.185415,0.431201,-0.787673,-0.5721,-0.939644,0.481661,0.160194,-0.525623,-0.828389,-0.177269,-0.820627,0.504747,0.536607,0.637084,-0.759097,-0.246303,0.597376,0.639933,-0.0565999,0.577479,-0.695938,0.581993,-0.656957,0.205867,0.538232,0.851619,0.5355,0.793321,-0.21712,-0.380261,-0.228643,0.545416,0.819609,0.158419,0.783392,-0.267483,0.280082,-0.804587,-0.493966,0.0100979,-0.490399,0.333568,-0.600899,0.199747,0.805944,0.205014,-0.221136,0.431424,-0.221803,0.441727,0.0148991,0.547896,0.909856,-0.418599,0.627922,-0.179599,-0.402377,0.86053,0.390933,0.560848
306,1692.56,1,-3.81786,1.01017,2.8276,1.94066,-2.33578,0.626054,6.60217,0.451396,-1.39806,-1.6312,0.967099,-4.35079,0.532591,1.09867,0.414997,0.448085,1.19727,0.195682,1.36611,0.556787,0.491384,0.19408,0.434877,-0.810394,-0.562802,-0.946747,0.490429,0.172534,-0.539949,-0.827238,-0.168147,-0.821803,0.510621,0.539619,0.690311,-0.753687,-0.281828,0.618235,0.665858,-0.0814137,0.583369,-0.651607,0.563348,-0.647983,0.242377,0.49788,0.858617,0.538041,0.768768,-0.204566,-0.389734,-0.235124,0.567889,0.828446,0.144669,0.776128,-0.322397,0.248982,-0.787997,-0.517219,0.00985136,-0.484231,0.298191,-0.617714,0.172428,0.801586,0.193303,-0.194919,0.445028,-0.247871,0.423767,0.0438592,0.509483,0.884158,-0.415497,0.619352,-0.155725,-0.406216,0.866723,0.389183,0.557927
307,1695.43,1,-3.82259,0.973621,2.8416,1.92546,-2.32733,0.622734,6.59914,0.450045,-1.43891,-1.64444,0.967756,-4.35931,0.528915,1.08864,0.437124,0.434824,1.20424,0.192569,1.3233,0.54246,0.48101,0.183933,0.420286,-0.810171,-0.554189,-0.950736,0.537626,0.14435,-0.539153,-0.824571,-0.13251,-0.817725,0.525695,0.555795,0.699551,-0.790887,-0.224133,0.597726,0.694664,-0.0835997,0.581616,-0.656308,0.55683,-0.627536,0.259052,0.467562,0.872493,0.536875,0.778909,-0.211337,-0.450371,-0.211238,0.582322,0.82077,0.104883,0.786697,-0.341249,0.283416,-0.7615,-0.556298,0.0520503,-0.493085,0.330705,-0.654514,0.200153,0.809848,0.190204,-0.206311,0.448861,-0.305655,0.40705,0.0489926,0.481024,0.88967,-0.432015,0.587765,-0.123365,-0.395834,0.866911,0.39526,0.550383
308,1693.96,1,-3.86607,0.915838,2.86118,1.95577,-2.26983,0.622001,6.2759,0.454013,-1.44214,-1.6535,0.955383,-4.37155,0.562829,1.10097,0.453621,0.439664,1.19962,0.187111,1.3119,0.521864,0.487816,0.187343,0.421369,-0.827442,-0.54615,-0.949665,0.573841,0.194542,-0.569641,-0.822583,-0.104285,-0.802121,0.53727,0.529771,0.713079,-0.78411,-0.278796,0.617048,0.692947,-0.126291,0.565747,-0.675141,0.553543,-0.615128,0.262746,0.431323,0.875911,0.551097,0.778536,-0.256203,-0.503921,-0.240606,0.601002,0.826575,0.102846,0.779573,-0.346411,0.36151,-0.800142,-0.570477,0.122911,-0.489735,0.321424,-0.691657,0.15349,0.802281,0.153894,-0.198988,0.463363,-0.319834,0.419165,0.0314036,0.471659,0.884263,-0.428859,0.579821,-0.109773,-0.392071,0.860896,0.393266,0.566256
309,1692.46,1,-3.85871,0.965002,2.85719,1.96563,-2.26501,0.62285,6.35968,0.452418,-1.42093,-1.6532,0.976373,-4.36528,0.566534,1.10652,0.473959,0.426789,1.20187,0.188082,1.28565,0.523509,0.494746,0.183826,0.41524,-0.812857,-0.566124,-0.950171,0.572621,0.189153,-0.565592,-0.819256,-0.0979426,-0.811365,0.490234,0.558091,0.707715,-0.774389,-0.28488,0.631117,0.689443,-0.132139,0.567447,-0.622328,0.566771,-0.654041,0.220793,0.469405,0.886417,0.528575,0.773425,-0.24927,-0.506005,-0.261518,0.605723,0.818145,0.0755268,0.779316,-0.286545,0.35705,-0.816674,-0.582291,0.0829584,-0.523142,0.271153,-0.680038,0.146408,0.803762,0.135088,-0.279249,0.487589,-0.289679,0.446146,0.0754783,0.464745,0.87728,-0.39204,0.561622,-0.138595,-0.351282,0.859469,0.390667,0.564637
310,1690.84,1,-3.87375,0.909058,2.84422,1.97921,-2.23517,0.619139,6.24408,0.44944,-1.44997,-1.66006,0.963334,-4.36963,0.575916,1.11696,0.472412,0.441716,1.20353,0.191585,1.31157,0.525744,0.495014,0.183556,0.419102,-0.818416,-0.589115,-0.947546,0.603342,0.178498,-0.563737,-0.808636,-0.114676,-0.824432,0.518463,0.57376,0.705421,-0.777009,-0.278728,0.609552,0.674918,-0.13651,0.585256,-0.675106,0.586946,-0.663074,0.241156,0.484376,0.893685,0.530275,0.788444,-0.33892,-0.540121,-0.226612,0.583212,0.811222,0.103086,0.789,-0.32101,0.354686,-0.817235,-0.587189,0.0977979,-0.541933,0.330769,-0.649724,0.189576,0.819017,0.164938,-0.278869,0.45894,-0.283401,0.439761,0.0431426,0.490358,0.876359,-0.450662,0.569353,-0.180842,-0.41811,0.858679,0.392159,0.562698
311,1681.9,1,-3.86034,0.953152,2.83751,1.97755,-2.24155,0.619908,6.35511,0.450356,-1.45025,-1.6494,0.963894,-4.35834,0.574284,1.11716,0.46232,0.448515,1.20245,0.187771,1.28734,0.523593,0.504312,0.177134,0.404315,-0.821132,-0.571738,-0.943486,0.604465,0.151645,-0.5645,-0.793603,-0.104643,-0.82406,0.526602,0.581175,0.712595,-0.753753,-0.256731,0.596414,0.689825,-0.117355,0.594232,-0.675353,0.581801,-0.678055,0.258596,0.497978,0.895845,0.540849,0.772729,-0.322099,-0.56043,-0.206872,0.614232,0.803486,0.0860407,0.780184,-0.315112,0.327361,-0.819116,-0.595031,0.0429323,-0.57259,0.315339,-0.639033,0.212925,0.830543,0.174944,-0.260646,0.468981,-0.250309,0.470728,0.0465396,0.488319,0.857591,-0.443201,0.556792,-0.166785,-0.410997,0.863954,0.391505,0.568336
312,1687.32,1,-3.85854,0.936509,2.83364,2.00824,-2.20328,0.61566,6.27601,0.449051,-1.46241,-1.67788,0.9783,-4.36635,0.573744,1.12796,0.475509,0.444173,1.21433,0.188604,1.2861,0.523312,0.498829,0.175429,0.393434,-0.810164,-0.565883,-0.949893,0.608468,0.142518,-0.535037,-0.770087,-0.113061,-0.820423,0.54338,0.545202,0.704914,-0.697639,-0.254075,0.529635,0.660764,-0.122897,0.569171,-0.694762,0.573037,-0.656415,0.26872,0.470461,0.907988,0.538402,0.776043,-0.319505,-0.584863,-0.203622,0.601399,0.758896,0.0994472,0.796264,-0.336436,0.340618,-0.815492,-0.585494,0.0384561,-0.597371,0.251839,-0.640102,0.264428,0.815383,0.171078,-0.282016,0.424382,-0.233457,0.481766,0.099077,0.525385,0.860344,-0.485534,0.562167,-0.183009,-0.408726,0.871514,0.390397,0.562821
313,1699.38,1,-3.84658,0.958665,2.84153,1.96505,-2.22666,0.61499,6.29254,0.449588,-1.46414,-1.66944,0.972564,-4.3606,0.570208,1.15139,0.492419,0.434149,1.22137,0.190782,1.28804,0.522359,0.499284,0.168497,0.375537,-0.816147,-0.539857,-0.950578,0.645428,0.10824,-0.530872,-0.730328,-0.133687,-0.839867,0.509347,0.539523,0.720467,-0.729628,-0.247744,0.555446,0.638106,-0.0791748,0.61803,-0.662486,0.558607,-0.597817,0.306618,0.437022,0.911143,0.551964,0.752011,-0.275907,-0.628702,-0.154309,0.583508,0.726785,0.123635,0.815761,-0.303175,0.401021,-0.83767,-0.545483,0.100981,-0.604064,0.255564,-0.610626,0.345488,0.803037,0.166337,-0.267226,0.382868,-0.228418,0.486464,0.0887605,0.590953,0.859426,-0.448259,0.548774,-0.209535,-0.415118,0.854955,0.392478,0.555746
314,1705.39,1,-3.8173,1.03009,2.84043,1.96903,-2.25885,0.618205,6.57641,0.461568,-1.47273,-1.63251,0.969257,-4.35173,0.580346,1.17362,0.490228,0.43595,1.21769,0.191249,1.33276,0.509697,0.485159,0.158491,0.381706,-0.827114,-0.548511,-0.946483,0.605291,0.151349,-0.536218,-0.752773,-0.109346,-0.839201,0.508693,0.536813,0.737768,-0.723387,-0.252722,0.537782,0.651034,-0.111718,0.620118,-0.650046,0.561837,-0.612949,0.306197,0.46556,0.90866,0.543486,0.767322,-0.317156,-0.611233,-0.239948,0.625765,0.74039,0.0766787,0.80916,-0.290021,0.398164,-0.824331,-0.556965,0.116111,-0.57263,0.256301,-0.576954,0.295943,0.785398,0.137044,-0.280003,0.422494,-0.190648,0.511249,0.0833747,0.531331,0.86564,-0.476431,0.535109,-0.191377,-0.414728,0.854315,0.393331,0.570443
315,1707.63,1,-3.81504,0.992314,2.85808,1.96781,-2.25752,0.613793,6.62077,0.469219,-1.45482,-1.65972,0.983135,-4.34776,0.576751,1.15787,0.497142,0.447227,1.21433,0.187337,1.32593,0.500841,0.50162,0.172732,0.383486,-0.841544,-0.542987,-0.954793,0.549103,0.16397,-0.549413,-0.788637,-0.117475,-0.834082,0.523922,0.530904,0.753014,-0.690611,-0.269219,0.578941,0.677338,-0.108855,0.61868,-0.669707,0.532593,-0.645039,0.310306,0.437583,0.883341,0.56195,0.755307,-0.31284,-0.532759,-0.237133,0.601578,0.775585,0.0970699,0.805489,-0.329492,0.327196,-0.819903,-0.539849,0.0754072,-0.538299,0.234094,-0.590365,0.254461,0.790557,0.146423,-0.260103,0.42096,-0.197864,0.502764,0.040111,0.536329,0.87713,-0.472217,0.551408,-0.160166,-0.416393,0.869942,0.402077,0.569779
316,1702.7,1,-3.80125,0.988189,2.86411,1.90701,-2.2741,0.613192,6.56335,0.456996,-1.48601,-1.6661,0.970532,-4.35474,0.574291,1.17466,0.485761,0.456417,1.21527,0.191963,1.35473,0.505843,0.495914,0.164726,0.397391,-0.815401,-0.549321,-0.95485,0.495532,0.186644,-0.519127,-0.789319,-0.103123,-0.832238,0.555465,0.547343,0.715319,-0.711045,-0.29997,0.587573,0.669444,-0.12001,0.623523,-0.685573,0.556141,-0.618794,0.272606,0.484122,0.881336,0.550681,0.767692,-0.287907,-0.46783,-0.234131,0.569983,0.783354,0.0968754,0.805501,-0.364829,0.384797,-0.831291,-0.505296,0.141757,-0.473069,0.260149,-0.603437,0.218582,0.789196,0.126663,-0.197592,0.430024,-0.232485,0.463154,0.0174824,0.51457,0.873377,-0.480807,0.541276,-0.140588,-0.449103,0.868151,0.398055,0.569221
317,1702.96,1,-3.79868,0.980452,2.85614,1.9331,-2.27042,0.610398,6.53905,0.45946,-1.46639,-1.66493,0.983358,-4.34657,0.567224,1.20594,0.480744,0.450069,1.22606,0.197476,1.30471,0.479288,0.496871,0.159998,0.41233,-0.815497,-0.538321,-0.957868,0.476044,0.177888,-0.543142,-0.800431,-0.105134,-0.822433,0.509717,0.56798,0.721472,-0.677618,-0.294141,0.597581,0.677912,-0.142473,0.618315,-0.635819,0.529972,-0.641458,0.286541,0.471109,0.875296,0.54588,0.769282,-0.301855,-0.419314,-0.206935,0.566224,0.790969,0.11275,0.793081,-0.336771,0.281579,-0.804709,-0.535559,0.0575642,-0.531694,0.31845,-0.573546,0.211046,0.788713,0.126892,-0.211726,0.447972,-0.204808,0.506647,-0.0029752,0.509632,0.887756,-0.447217,0.540858,-0.111228,-0.412872,0.850561,0.401276,0.57185
318,1706.55,1,-3.82112,0.930329,2.83975,1.94175,-2.24464,0.61062,6.44806,0.458936,-1.4654,-1.68775,0.984028,-4.34687,0.568383,1.22483,0.477061,0.479422,1.25338,0.206746,1.35105,0.486768,0.524552,0.159373,0.420298,-0.803199,-0.533714,-0.954946,0.401994,0.177379,-0.585395,-0.801336,-0.140682,-0.824374,0.51243,0.52361,0.700097,-0.649866,-0.340927,0.643935,0.653301,-0.155601,0.600262,-0.642739,0.539761,-0.655993,0.290023,0.465693,0.88329,0.57079,0.77684,-0.307443,-0.33143,-0.201236,0.598854,0.794321,0.166202,0.80157,-0.325432,0.195941,-0.747136,-0.523484,-0.00698851,-0.505677,0.33677,-0.565286,0.207181,0.759339,0.136169,-0.22236,0.470034,-0.16435,0.536296,-0.072394,0.52009,0.892891,-0.454183,0.582479,-0.121741,-0.427127,0.853336,0.398728,0.56911
319,1705.81,1,-3.8072,0.922198,2.81919,1.96654,-2.26668,0.614907,6.39331,0.450399,-1.4546,-1.67481,0.954983,-4.34086,0.564469,1.17907,0.487423,0.477312,1.26473,0.204018,1.34915,0.498395,0.503547,0.151767,0.415866,-0.829203,-0.52166,-0.950106,0.36861,0.172667,-0.575393,-0.791768,-0.114633,-0.812654,0.533599,0.510404,0.726388,-0.637457,-0.337809,0.651518,0.64836,-0.169477,0.608452,-0.649092,0.522182,-0.625026,0.311596,0.427457,0.879836,0.568548,0.771435,-0.337225,-0.285906,-0.207253,0.593669,0.787546,0.12436,0.781922,-0.351661,0.192131,-0.712512,-0.487797,0.010385,-0.447638,0.391148,-0.601006,0.209424,0.766637,0.160104,-0.223594,0.457211,-0.19634,0.494821,-0.0834684,0.519945,0.899289,-0.462002,0.580387,-0.105116,-0.439157,0.84975,0.397219,0.572655
320,1712.04,1,-3.80988,0.936124,2.81305,1.98445,-2.27554,0.618471,6.28091,0.439269,-1.45225,-1.68639,0.956515,-4.33171,0.580872,1.16193,0.502316,0.479353,1.26434,0.205154,1.30454,0.525175,0.50882,0.155775,0.420694,-0.820193,-0.517249,-0.942925,0.380148,0.190636,-0.551898,-0.80948,-0.0770052,-0.788788,0.549757,0.502192,0.710842,-0.625329,-0.326286,0.605103,0.652942,-0.20402,0.537301,-0.665343,0.515137,-0.588091,0.307442,0.461105,0.869388,0.571365,0.759847,-0.342029,-0.316353,-0.24492,0.584701,0.799908,0.0878266,0.76987,-0.357735,0.236784,-0.760767,-0.458475,0.0267999,-0.417533,0.334568,-0.582728,0.179817,0.766789,0.169504,-0.223825,0.491889,-0.15982,0.489348,-0.0503964,0.490258,0.898436,-0.474675,0.593845,-0.0711377,-0.401917,0.846637,0.394169,0.573414
321,1717.49,1,-3.79601,0.965717,2.8302,1.94903,-2.31319,0.621239,6.33874,0.44274,-1.45149,-1.66934,0.955946,-4.33737,0.582194,1.16465,0.499313,0.484243,1.26561,0.20231,1.26373,0.52805,0.517449,0.153277,0.406208,-0.818171,-0.509765,-0.94632,0.397669,0.202009,-0.531838,-0.792772,-0.0484187,-0.790898,0.527751,0.474775,0.721181,-0.611072,-0.348526,0.576652,0.626709,-0.236344,0.533428,-0.650317,0.540733,-0.678653,0.319152,0.451553,0.883368,0.582983,0.77926,-0.32336,-0.381543,-0.236538,0.579821,0.804338,0.0879894,0.789086,-0.340298,0.147133,-0.737297,-0.580817,-0.0955147,-0.494222,0.320532,-0.570977,0.160668,0.756588,0.137643,-0.203713,0.518929,-0.143647,0.508484,-0.0149616,0.488001,0.922052,-0.441486,0.565374,-0.049044,-0.392159,0.870655,0.395162,0.565901
