iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,dF_pop,q_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_q_exp,omega_ifn0,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_ifn0_b_exp,corr_p_b_exp,corr_q_exp_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_ifn0_beta_exp,corr_p_beta_exp,corr_q_exp_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_ifn0_delta0,corr_p_delta0,corr_q_exp_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_ifn0_h_0,corr_p_h_0,corr_q_exp_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_p_ifn0,corr_q_exp_ifn0,corr_rho_exp_ifn0,corr_sigma_ifn0,corr_tc_ifn0,corr_td_ifn0,corr_q_exp_p,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_rho_exp_q_exp,corr_sigma_q_exp,corr_tc_q_exp,corr_td_q_exp,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2
590,1472.61,1,-3.78009,1.2577,2.91104,2.02659,-2.16673,0.585397,7.2688,0.340931,-1.16355,-1.75676,0.400323,-4.53181,0.715345,0.648097,0.375082,0.358739,1.32615,0.26397,1.66799,0.662959,1.20124,0.521325,1.21669,-0.625009,-0.903455,-0.943608,0.930994,0.566333,-0.0371887,-0.850646,-0.35669,-0.687995,0.423766,0.589328,0.459105,-0.712058,-0.705788,0.128502,0.594432,0.770893,0.892442,-0.747348,0.863384,-0.84938,-0.369335,-0.17019,0.680749,0.288532,0.724927,-0.493704,-0.888064,-0.509474,0.071953,0.844601,0.277084,0.587869,-0.280566,0.66083,-0.120714,-0.866376,-0.51108,-0.794217,0.47651,-0.70113,-0.821901,-0.738151,-0.666192,0.212396,0.4784,0.440141,0.143992,0.446262,0.586214,0.677301,-0.178542,0.791735,-0.453266,-0.634585,0.898097,0.407794
591,1467.63,1,-3.81088,1.21822,2.92465,2.0265,-2.13151,0.582548,7.11319,0.335728,-1.17841,-1.81103,0.389206,-4.54831,0.719265,0.638231,0.403295,0.35799,1.32992,0.266188,1.65808,0.668372,1.23335,0.523375,1.2522,-0.615107,-0.897415,-0.946814,0.939922,0.561414,-0.0382845,-0.851998,-0.355723,-0.684919,0.443781,0.555161,0.453082,-0.668499,-0.708254,0.135225,0.603775,0.771447,0.900614,-0.74802,0.864329,-0.842266,-0.336149,-0.201471,0.66045,0.259273,0.704443,-0.505917,-0.912384,-0.505663,0.0770824,0.843376,0.289225,0.585569,-0.294978,0.625131,-0.0960896,-0.85478,-0.456723,-0.751741,0.476843,-0.708943,-0.817665,-0.731415,-0.650118,0.225986,0.482875,0.4588,0.13404,0.43225,0.59732,0.679922,-0.207481,0.785723,-0.436522,-0.649053,0.882304,0.401379
592,1455.38,1,-3.78617,1.25177,2.91918,2.04558,-2.16517,0.584863,7.28045,0.338094,-1.17966,-1.77888,0.389235,-4.53932,0.720899,0.599924,0.391163,0.360157,1.31891,0.264602,1.56624,0.675191,1.24089,0.497589,1.19518,-0.610607,-0.895007,-0.939944,0.912526,0.570847,-0.0346452,-0.847946,-0.366364,-0.688755,0.430333,0.538441,0.439636,-0.70587,-0.690049,0.121084,0.591364,0.738795,0.913107,-0.770728,0.862827,-0.799609,-0.31307,-0.219302,0.642519,0.218657,0.675883,-0.462635,-0.877956,-0.527762,0.0910028,0.837281,0.294266,0.579821,-0.254312,0.675295,-0.130554,-0.84885,-0.521785,-0.784617,0.493061,-0.706274,-0.8318,-0.771242,-0.665172,0.236153,0.483757,0.5092,0.140459,0.412369,0.633321,0.681968,-0.204856,0.776934,-0.415818,-0.666749,0.889418,0.40621
593,1461.71,1,-3.77597,1.29885,2.92392,2.0249,-2.20464,0.59114,7.37049,0.339041,-1.17807,-1.76077,0.393563,-4.54206,0.709037,0.556343,0.38872,0.371931,1.31923,0.263214,1.52397,0.675507,1.21901,0.49198,1.17491,-0.588895,-0.866867,-0.937897,0.933822,0.554018,-0.061694,-0.833775,-0.361516,-0.652839,0.422645,0.560241,0.415884,-0.666605,-0.687019,0.136218,0.579809,0.73056,0.906512,-0.763202,0.813201,-0.850897,-0.283771,-0.244831,0.590879,0.228002,0.670592,-0.514598,-0.9015,-0.519135,0.108542,0.826589,0.306494,0.544584,-0.263616,0.605446,-0.0851862,-0.807123,-0.463314,-0.74539,0.495318,-0.723043,-0.836527,-0.810248,-0.683399,0.252853,0.533761,0.554865,0.190044,0.391053,0.653846,0.674375,-0.188505,0.794825,-0.384918,-0.644164,0.892978,0.395439
594,1453.92,1,-3.81633,1.27577,2.94125,2.03726,-2.12145,0.582864,7.43998,0.336342,-1.15997,-1.78191,0.395613,-4.55514,0.713648,0.554188,0.385961,0.373465,1.32206,0.264004,1.45164,0.643112,1.22424,0.497333,1.1674,-0.612657,-0.849556,-0.935658,0.930255,0.577425,-0.0443658,-0.830428,-0.320622,-0.634263,0.404177,0.609569,0.440594,-0.664674,-0.696246,0.0855422,0.587827,0.72716,0.904077,-0.754134,0.801354,-0.846144,-0.320348,-0.286922,0.57376,0.250751,0.710141,-0.556253,-0.91267,-0.538233,0.0835337,0.819894,0.26092,0.529868,-0.245001,0.605664,-0.0438077,-0.793457,-0.412724,-0.726298,0.458793,-0.679058,-0.847929,-0.772693,-0.660014,0.231879,0.518295,0.496018,0.0914664,0.452265,0.614774,0.634279,-0.158961,0.784112,-0.3789,-0.651612,0.893913,0.392589
595,1459.85,1,-3.78212,1.30384,2.93463,2.0189,-2.17203,0.584556,7.67295,0.344712,-1.1603,-1.74575,0.395435,-4.5442,0.679798,0.544162,0.392671,0.367907,1.30619,0.264217,1.44567,0.619953,1.2408,0.502441,1.1951,-0.612146,-0.838328,-0.937167,0.920347,0.567242,-0.0931895,-0.836984,-0.345643,-0.638204,0.367825,0.580824,0.447167,-0.687163,-0.716478,0.12626,0.600742,0.721949,0.893011,-0.744232,0.797792,-0.850584,-0.295338,-0.247813,0.560836,0.270961,0.716538,-0.528512,-0.906767,-0.527356,0.127347,0.827086,0.304132,0.552356,-0.214717,0.616244,-0.102464,-0.806497,-0.462526,-0.765099,0.43016,-0.682154,-0.827152,-0.791843,-0.642474,0.248735,0.540573,0.533411,0.103429,0.440294,0.639956,0.625849,-0.155603,0.767895,-0.374393,-0.646992,0.897781,0.397371
596,1458.34,1,-3.78159,1.30275,2.94003,2.0375,-2.11885,0.578323,7.6544,0.344686,-1.17282,-1.78785,0.386827,-4.53423,0.706049,0.536687,0.389228,0.364866,1.34163,0.265926,1.4886,0.600102,1.23918,0.485049,1.19764,-0.611338,-0.842919,-0.947408,0.921366,0.565951,-0.0921798,-0.852139,-0.437137,-0.670776,0.393717,0.500901,0.467579,-0.703196,-0.750287,0.143463,0.612405,0.794759,0.891359,-0.758879,0.846981,-0.878626,-0.272344,-0.253553,0.569534,0.284266,0.685576,-0.48708,-0.907441,-0.511381,0.106992,0.83498,0.375816,0.589287,-0.266815,0.585115,-0.0258669,-0.785915,-0.513057,-0.789925,0.523249,-0.65441,-0.815182,-0.817952,-0.634717,0.307356,0.537424,0.497533,0.0522606,0.430681,0.667448,0.620797,-0.178089,0.782361,-0.444836,-0.689473,0.893829,0.398188
597,1449.61,1,-3.78838,1.30726,2.94071,2.06482,-2.09885,0.579099,7.43197,0.339025,-1.22874,-1.77648,0.388906,-4.52703,0.704132,0.523375,0.389091,0.369415,1.32124,0.259941,1.4205,0.596991,1.20642,0.513433,1.20738,-0.598384,-0.872145,-0.949303,0.931306,0.616203,-0.045692,-0.848025,-0.411374,-0.669825,0.431901,0.528808,0.454129,-0.663597,-0.770479,0.0755593,0.582965,0.757917,0.866852,-0.763614,0.874722,-0.892006,-0.395555,-0.207677,0.629951,0.286585,0.709453,-0.479645,-0.919262,-0.54314,0.0782355,0.838819,0.359009,0.600379,-0.28522,0.629318,-0.0291306,-0.815358,-0.49917,-0.777031,0.504799,-0.580116,-0.829432,-0.794944,-0.662993,0.351698,0.497533,0.456265,0.0384205,0.482091,0.656041,0.637311,-0.19351,0.779663,-0.412509,-0.652896,0.878153,0.396376
598,1454,1,-3.77153,1.29919,2.93076,2.02712,-2.1082,0.576282,7.50704,0.350969,-1.21007,-1.77397,0.395703,-4.51667,0.700864,0.497677,0.390601,0.386066,1.34516,0.262392,1.37854,0.627441,1.22381,0.523414,1.20024,-0.616998,-0.833108,-0.944547,0.913857,0.618762,-0.0452985,-0.835069,-0.379981,-0.650544,0.441878,0.495534,0.486325,-0.655186,-0.770884,0.0618228,0.601848,0.738798,0.861873,-0.774173,0.862906,-0.880755,-0.354331,-0.185606,0.591844,0.264995,0.677654,-0.430922,-0.917469,-0.550156,0.072262,0.82336,0.350231,0.592409,-0.306182,0.597939,-0.0346696,-0.799223,-0.488253,-0.780092,0.475444,-0.570199,-0.839381,-0.759215,-0.636384,0.353135,0.507534,0.444372,0.052762,0.490008,0.655764,0.639712,-0.206743,0.775039,-0.391959,-0.637572,0.877809,0.399076
599,1453.3,1,-3.75466,1.34399,2.93848,2.02464,-2.14949,0.580617,7.72104,0.358911,-1.20765,-1.76179,0.386272,-4.54184,0.73028,0.482484,0.401882,0.383746,1.33197,0.254657,1.33845,0.646921,1.17899,0.49917,1.17771,-0.63558,-0.822752,-0.945225,0.906844,0.633475,0.0104075,-0.842599,-0.358469,-0.636614,0.449544,0.514379,0.500177,-0.649268,-0.800375,0.0115737,0.632192,0.738728,0.862371,-0.779197,0.857064,-0.875966,-0.398554,-0.208737,0.612336,0.275681,0.682582,-0.424565,-0.915044,-0.550275,0.00832431,0.820537,0.325647,0.583164,-0.321119,0.608251,0.0229902,-0.793129,-0.461143,-0.765489,0.485185,-0.50748,-0.85086,-0.744414,-0.672617,0.3802,0.455972,0.368085,0.00457411,0.519302,0.623333,0.642072,-0.230788,0.788778,-0.415775,-0.653689,0.881321,0.403125
600,1463.66,1,-3.72583,1.3631,2.91373,1.98002,-2.2341,0.591017,7.77569,0.361392,-1.2192,-1.67405,0.384191,-4.5327,0.702858,0.484418,0.403803,0.395212,1.31589,0.253159,1.34239,0.682641,1.14704,0.510788,1.19001,-0.655951,-0.828755,-0.945546,0.897544,0.614583,0.0704356,-0.820377,-0.315939,-0.617969,0.45696,0.527813,0.520009,-0.667858,-0.759886,-0.0204513,0.620715,0.711304,0.844178,-0.762085,0.86574,-0.890633,-0.384304,-0.239366,0.604626,0.234884,0.654003,-0.410106,-0.910638,-0.553051,-0.0233481,0.818328,0.307607,0.594157,-0.313487,0.60883,0.0609506,-0.786488,-0.46112,-0.773079,0.470585,-0.517107,-0.862521,-0.736069,-0.639032,0.334817,0.427164,0.355256,-0.0344239,0.536708,0.604419,0.626313,-0.203661,0.804635,-0.398483,-0.640549,0.875107,0.401534
601,1456.76,1,-3.73791,1.34163,2.91123,1.9881,-2.22558,0.591776,7.69803,0.359219,-1.21304,-1.69231,0.386617,-4.51987,0.717462,0.468776,0.393727,0.393919,1.31615,0.251152,1.36995,0.6833,1.12234,0.516239,1.20108,-0.664003,-0.83607,-0.943632,0.886281,0.641893,0.094648,-0.819651,-0.317502,-0.595652,0.452216,0.51887,0.523634,-0.690762,-0.741528,-0.0537077,0.626594,0.71532,0.849228,-0.753063,0.872467,-0.912551,-0.422341,-0.220367,0.636627,0.281861,0.633978,-0.393199,-0.894819,-0.583274,-0.0432122,0.817631,0.298075,0.552407,-0.316433,0.605521,0.119344,-0.769749,-0.480143,-0.769138,0.512646,-0.494216,-0.882053,-0.704201,-0.616638,0.295933,0.402769,0.334651,-0.053223,0.579538,0.593239,0.602322,-0.196918,0.8305,-0.411283,-0.671848,0.872329,0.394885
602,1452.29,1,-3.74598,1.36175,2.90862,2.00449,-2.21473,0.586102,7.84612,0.363543,-1.24659,-1.7026,0.381797,-4.50524,0.717235,0.472112,0.38775,0.395348,1.32626,0.25412,1.39577,0.656259,1.1254,0.489235,1.20292,-0.656108,-0.810112,-0.947379,0.873393,0.603919,0.0846453,-0.81183,-0.304252,-0.602583,0.433862,0.522,0.520347,-0.716831,-0.768922,0.0143087,0.643862,0.70415,0.863517,-0.711974,0.820116,-0.894476,-0.323439,-0.29617,0.563678,0.24176,0.644937,-0.405839,-0.863459,-0.553449,-0.0299104,0.824706,0.295794,0.54783,-0.281126,0.543052,0.171202,-0.730123,-0.470367,-0.802198,0.520158,-0.522558,-0.857598,-0.715652,-0.619621,0.289332,0.420299,0.381192,-0.0471599,0.551601,0.621137,0.613455,-0.171035,0.797157,-0.358323,-0.648003,0.862748,0.406051
603,1453.15,1,-3.75399,1.38109,2.90038,2.00061,-2.17879,0.58639,7.90376,0.365122,-1.23797,-1.69611,0.38232,-4.50623,0.718965,0.485165,0.371855,0.395619,1.34095,0.251173,1.4448,0.655121,1.10981,0.493332,1.17769,-0.681312,-0.835868,-0.943028,0.866925,0.635717,0.0788668,-0.831217,-0.281188,-0.582623,0.451877,0.562561,0.537178,-0.730303,-0.74203,-0.0118159,0.634426,0.67448,0.853667,-0.697139,0.848703,-0.908697,-0.402586,-0.263749,0.637943,0.245735,0.643563,-0.413582,-0.846371,-0.598612,-0.0243153,0.843766,0.269166,0.520633,-0.293465,0.569178,0.15996,-0.747406,-0.469872,-0.785058,0.511471,-0.517428,-0.864729,-0.67497,-0.599539,0.246887,0.383158,0.331639,-0.0682726,0.582326,0.564084,0.587677,-0.173092,0.800643,-0.341475,-0.631267,0.875577,0.398497
604,1457.32,1,-3.74507,1.33448,2.89827,2.01193,-2.14457,0.581805,7.72122,0.370104,-1.24619,-1.72102,0.38145,-4.48614,0.72456,0.500708,0.373847,0.392489,1.3668,0.256784,1.41922,0.654228,1.12624,0.511869,1.20301,-0.672872,-0.867076,-0.949636,0.884299,0.624546,0.0467115,-0.828784,-0.322464,-0.631542,0.444157,0.608726,0.539865,-0.732076,-0.740888,0.000132911,0.63141,0.689485,0.881914,-0.701486,0.863669,-0.919987,-0.424615,-0.26827,0.645907,0.301974,0.699861,-0.50251,-0.863055,-0.574561,-0.0164239,0.8313,0.30708,0.572301,-0.308931,0.558485,0.175167,-0.726021,-0.469462,-0.787332,0.541475,-0.543932,-0.864191,-0.708689,-0.620211,0.227788,0.425068,0.348504,-0.0782253,0.582209,0.610582,0.61645,-0.161772,0.793214,-0.335353,-0.667136,0.878975,0.400931
605,1455.62,1,-3.75997,1.36611,2.89852,2.0293,-2.13694,0.581021,7.60659,0.362181,-1.27496,-1.72272,0.374882,-4.47063,0.706651,0.51164,0.374364,0.392527,1.34638,0.258981,1.4832,0.662229,1.14201,0.520226,1.25009,-0.675531,-0.862817,-0.944526,0.877083,0.650137,0.0364896,-0.831801,-0.328319,-0.618806,0.430561,0.612427,0.536607,-0.74722,-0.756705,-0.0127126,0.622655,0.668035,0.863451,-0.719941,0.87528,-0.929939,-0.448378,-0.270334,0.6631,0.369502,0.728154,-0.500293,-0.869904,-0.575632,-0.019393,0.831023,0.334634,0.583881,-0.309683,0.604407,0.143573,-0.750486,-0.517562,-0.810052,0.53859,-0.519902,-0.863159,-0.679,-0.619301,0.277705,0.417734,0.30361,-0.0902554,0.571476,0.61157,0.612497,-0.185924,0.798772,-0.390375,-0.671289,0.879299,0.401662
606,1454.14,1,-3.75367,1.40099,2.90217,2.05374,-2.16035,0.583004,7.64184,0.355759,-1.28588,-1.75894,0.373061,-4.48902,0.702914,0.522856,0.386053,0.402333,1.34254,0.260195,1.49005,0.691859,1.14174,0.52224,1.25349,-0.701477,-0.846478,-0.942863,0.888646,0.617813,0.0399018,-0.827549,-0.294324,-0.627327,0.458975,0.563658,0.564969,-0.744726,-0.738587,0.00593608,0.675625,0.641616,0.857577,-0.7433,0.871632,-0.912144,-0.382219,-0.253611,0.653308,0.292109,0.675483,-0.453232,-0.883551,-0.548963,-0.00251378,0.832387,0.313408,0.594973,-0.320516,0.568296,0.113594,-0.769244,-0.45951,-0.791088,0.530274,-0.546216,-0.859458,-0.643587,-0.581382,0.262459,0.423609,0.344026,-0.0578957,0.549408,0.614555,0.652613,-0.220824,0.797581,-0.359277,-0.673667,0.874638,0.397823
607,1445.9,1,-3.72094,1.43001,2.89415,2.03788,-2.19278,0.588963,7.82941,0.361999,-1.2838,-1.71619,0.370813,-4.48146,0.665343,0.515794,0.380281,0.4152,1.35198,0.260108,1.51069,0.68545,1.16484,0.52481,1.22772,-0.717201,-0.837368,-0.949288,0.899479,0.576976,0.00769904,-0.836909,-0.320242,-0.636923,0.425918,0.556886,0.608513,-0.763801,-0.712608,0.0594361,0.691892,0.670814,0.874763,-0.671547,0.846352,-0.883697,-0.236807,-0.326609,0.613607,0.291203,0.645616,-0.486653,-0.895773,-0.542387,0.0510545,0.858041,0.356643,0.603396,-0.298348,0.500837,0.0849353,-0.778925,-0.490696,-0.791572,0.499299,-0.631889,-0.836658,-0.636341,-0.545393,0.149122,0.454141,0.367155,-0.0205838,0.571805,0.609413,0.646514,-0.157947,0.818331,-0.337415,-0.659841,0.88496,0.391806
608,1451.35,1,-3.7255,1.46576,2.89075,1.99674,-2.24224,0.593435,7.98261,0.361179,-1.29309,-1.69002,0.367674,-4.4723,0.657996,0.502912,0.364129,0.414139,1.36101,0.258171,1.5085,0.732841,1.13175,0.532623,1.19471,-0.71721,-0.828875,-0.953997,0.90499,0.569806,0.0060264,-0.835903,-0.301314,-0.61197,0.425799,0.548681,0.61429,-0.751892,-0.719131,0.0886023,0.699149,0.652647,0.848083,-0.665264,0.842888,-0.897331,-0.228759,-0.358076,0.579152,0.255789,0.641145,-0.499632,-0.901118,-0.537429,0.0430356,0.851479,0.320072,0.586537,-0.306864,0.487575,0.0937327,-0.770554,-0.465955,-0.783643,0.501932,-0.635095,-0.838626,-0.633035,-0.519703,0.143967,0.463479,0.383488,-0.0142023,0.557265,0.585182,0.623917,-0.156251,0.814655,-0.32684,-0.648896,0.89007,0.3945
609,1459.61,1,-3.68746,1.50963,2.87226,2.00095,-2.276,0.595347,8.14207,0.358446,-1.29406,-1.66869,0.36827,-4.45697,0.665925,0.518091,0.375874,0.412655,1.34177,0.256958,1.53824,0.735797,1.14225,0.534058,1.17866,-0.691549,-0.806199,-0.949712,0.915151,0.556206,0.00126873,-0.838367,-0.31073,-0.590829,0.430314,0.498918,0.565006,-0.714073,-0.688361,0.0968866,0.691078,0.67784,0.843726,-0.650221,0.833056,-0.863448,-0.217616,-0.353621,0.571999,0.231649,0.606884,-0.472214,-0.905725,-0.510557,0.0231234,0.84573,0.307488,0.551672,-0.302614,0.506338,0.041511,-0.803462,-0.46948,-0.753798,0.458592,-0.647449,-0.836623,-0.628992,-0.5036,0.0949822,0.451793,0.374759,-0.00125967,0.575399,0.598488,0.621218,-0.152799,0.824548,-0.294932,-0.603935,0.875105,0.402307
610,1463.24,1,-3.67982,1.52608,2.87724,1.94354,-2.31327,0.598494,8.08629,0.3535,-1.32319,-1.65955,0.355973,-4.48228,0.661266,0.531083,0.361064,0.428276,1.34825,0.254592,1.50506,0.760688,1.12884,0.50726,1.21027,-0.71457,-0.801462,-0.945017,0.910559,0.589831,0.0334815,-0.843966,-0.285439,-0.594298,0.460635,0.486819,0.568343,-0.690777,-0.719325,0.101581,0.724573,0.659886,0.828362,-0.690513,0.84553,-0.887856,-0.252818,-0.353028,0.577076,0.209937,0.602722,-0.439983,-0.901367,-0.523692,-0.0368637,0.830497,0.264739,0.546973,-0.319121,0.509963,0.0973983,-0.788345,-0.396124,-0.725062,0.458571,-0.615694,-0.8453,-0.602465,-0.520364,0.141905,0.40563,0.357047,0.0116849,0.529162,0.584783,0.642889,-0.20285,0.817073,-0.302443,-0.588269,0.87823,0.401476
611,1456.84,1,-3.68482,1.56995,2.88376,1.93401,-2.29499,0.59509,7.98854,0.340796,-1.32403,-1.70309,0.355831,-4.46232,0.659483,0.537081,0.35685,0.43709,1.34835,0.25788,1.50046,0.780786,1.12938,0.523721,1.23898,-0.706635,-0.817195,-0.948421,0.911319,0.601346,0.0798311,-0.830993,-0.259646,-0.604176,0.47412,0.493479,0.570894,-0.65874,-0.724232,0.00619375,0.71293,0.640272,0.830156,-0.715897,0.856442,-0.919525,-0.288214,-0.348609,0.59045,0.194755,0.614684,-0.447098,-0.918666,-0.549797,-0.0510937,0.825072,0.247023,0.564025,-0.332665,0.466793,0.173986,-0.758094,-0.350472,-0.720163,0.47831,-0.526196,-0.844619,-0.599449,-0.537548,0.199943,0.382835,0.341766,-0.0247147,0.596124,0.591896,0.660391,-0.216479,0.792678,-0.299893,-0.604418,0.882046,0.404731
612,1464.75,1,-3.6705,1.5293,2.89026,1.91664,-2.36448,0.602899,7.98853,0.339543,-1.34521,-1.6523,0.355139,-4.46408,0.662658,0.565229,0.376995,0.446145,1.34907,0.256284,1.49356,0.769344,1.14192,0.492124,1.26681,-0.700955,-0.850852,-0.951144,0.929334,0.600625,0.0994784,-0.832237,-0.271627,-0.651375,0.485343,0.562762,0.585965,-0.702343,-0.766332,-0.019028,0.721938,0.651237,0.859268,-0.704256,0.874019,-0.916992,-0.395228,-0.29863,0.670574,0.279434,0.691353,-0.498319,-0.926789,-0.542132,-0.0779453,0.82324,0.265535,0.613306,-0.368339,0.543454,0.154457,-0.801088,-0.403863,-0.770863,0.512469,-0.458485,-0.828647,-0.617905,-0.612429,0.260435,0.339251,0.290395,-0.0861409,0.610591,0.619184,0.71346,-0.249975,0.792361,-0.309215,-0.654871,0.86982,0.400304
613,1470.9,1,-3.67731,1.47725,2.90469,1.934,-2.31734,0.598138,7.71349,0.327766,-1.31959,-1.69675,0.354891,-4.47795,0.673506,0.543041,0.367987,0.44842,1.33055,0.250767,1.49226,0.772235,1.13456,0.495984,1.26424,-0.682255,-0.854119,-0.939925,0.903139,0.614442,0.101493,-0.841076,-0.299732,-0.594458,0.476208,0.567044,0.528332,-0.686032,-0.746502,-0.0661797,0.691424,0.652906,0.828027,-0.718644,0.888982,-0.935355,-0.39479,-0.285422,0.707833,0.370971,0.697411,-0.51032,-0.905374,-0.516642,-0.0784128,0.825054,0.289996,0.558644,-0.350407,0.485127,0.214848,-0.785995,-0.468962,-0.763339,0.540539,-0.424335,-0.800288,-0.563004,-0.550097,0.286712,0.303256,0.218707,-0.110607,0.638186,0.617999,0.671609,-0.252213,0.831122,-0.350895,-0.633403,0.866943,0.401408
614,1465.31,1,-3.70882,1.43737,2.90281,1.98139,-2.25803,0.592615,7.66017,0.324527,-1.31294,-1.71924,0.357081,-4.46437,0.657113,0.544545,0.368813,0.413978,1.30846,0.250944,1.49176,0.759993,1.09074,0.50763,1.19093,-0.655255,-0.821403,-0.944274,0.886201,0.601357,0.11055,-0.829795,-0.272913,-0.583966,0.462574,0.527846,0.505604,-0.613605,-0.754985,-0.0265991,0.697516,0.654361,0.825918,-0.688593,0.858658,-0.938375,-0.335012,-0.349835,0.656172,0.383474,0.708302,-0.506108,-0.907898,-0.510867,-0.10128,0.815106,0.263903,0.541247,-0.341468,0.43895,0.25981,-0.757369,-0.435618,-0.741955,0.515496,-0.422601,-0.805607,-0.526872,-0.542199,0.26065,0.283484,0.171344,-0.138934,0.655442,0.609197,0.668451,-0.240094,0.830998,-0.327712,-0.634627,0.871557,0.400734
615,1453.09,1,-3.71866,1.36987,2.90305,1.98336,-2.26274,0.594197,7.53063,0.329647,-1.31274,-1.70519,0.357427,-4.44771,0.664131,0.527291,0.367474,0.419167,1.30657,0.242345,1.47402,0.76025,1.08124,0.537936,1.20223,-0.686386,-0.823782,-0.9476,0.882766,0.534698,0.0948462,-0.82426,-0.288534,-0.617716,0.448251,0.603246,0.549967,-0.683211,-0.711059,-0.0190485,0.720841,0.662802,0.862671,-0.690906,0.84169,-0.942146,-0.276993,-0.307138,0.670878,0.418345,0.754063,-0.478967,-0.897476,-0.443391,-0.0739587,0.809724,0.276799,0.568525,-0.310948,0.395349,0.213693,-0.772904,-0.489711,-0.792326,0.494816,-0.518048,-0.782035,-0.529275,-0.479947,0.198879,0.319268,0.191387,-0.140874,0.629061,0.625454,0.680796,-0.217112,0.813827,-0.336759,-0.644062,0.875903,0.403052
616,1459.95,1,-3.72162,1.37992,2.875,1.97422,-2.26165,0.595428,7.405,0.329421,-1.31544,-1.68121,0.356443,-4.45547,0.669233,0.542647,0.369379,0.411064,1.32266,0.246927,1.48004,0.740621,1.07338,0.525111,1.26653,-0.663951,-0.842669,-0.955889,0.890608,0.499631,0.0844121,-0.836677,-0.290814,-0.629213,0.44063,0.633506,0.54405,-0.695252,-0.695674,-0.0198614,0.703622,0.68451,0.875433,-0.714071,0.85476,-0.941843,-0.282207,-0.247003,0.723901,0.447493,0.772238,-0.458959,-0.892414,-0.422163,-0.0567808,0.830358,0.276703,0.57706,-0.309516,0.382045,0.166163,-0.784655,-0.486129,-0.797328,0.486232,-0.550167,-0.754011,-0.564033,-0.498679,0.223715,0.332917,0.234003,-0.10546,0.586009,0.610554,0.69338,-0.228799,0.816663,-0.359677,-0.644583,0.880575,0.402076
617,1464.32,1,-3.68545,1.36326,2.85378,1.97572,-2.25901,0.593838,7.5383,0.333741,-1.25254,-1.67466,0.377635,-4.44262,0.673323,0.523081,0.366736,0.416748,1.31182,0.248581,1.37325,0.706575,1.0725,0.505938,1.26403,-0.648287,-0.83188,-0.953956,0.889697,0.531102,0.0582274,-0.837548,-0.243197,-0.612065,0.4613,0.624187,0.528062,-0.689882,-0.758821,0.0212413,0.694093,0.676793,0.861037,-0.716442,0.847639,-0.9399,-0.374855,-0.198455,0.731805,0.449316,0.778933,-0.48105,-0.886686,-0.450486,-0.037484,0.827876,0.230595,0.562099,-0.338719,0.454533,0.108083,-0.798757,-0.464295,-0.787389,0.489609,-0.495918,-0.760498,-0.590229,-0.556469,0.310319,0.36809,0.257493,-0.097723,0.573065,0.569528,0.673325,-0.233049,0.804516,-0.347534,-0.668773,0.896129,0.403496
618,1465.35,1,-3.64815,1.35975,2.83868,1.96024,-2.29106,0.595461,7.73319,0.346003,-1.27652,-1.65442,0.374022,-4.44605,0.645401,0.515379,0.342171,0.448854,1.33845,0.254437,1.40859,0.707143,1.06812,0.491804,1.24679,-0.683382,-0.826915,-0.950527,0.883285,0.561668,0.0228719,-0.865414,-0.280775,-0.622228,0.454747,0.635272,0.563233,-0.680967,-0.761146,-0.00536927,0.694954,0.68555,0.876075,-0.749143,0.847595,-0.937291,-0.429032,-0.0954961,0.779655,0.480145,0.767041,-0.416332,-0.887262,-0.471887,0.00167681,0.857117,0.259648,0.571867,-0.327632,0.452556,0.0867891,-0.818073,-0.480906,-0.778937,0.467814,-0.500175,-0.759871,-0.597983,-0.576485,0.338438,0.359822,0.224113,-0.0712203,0.546491,0.555935,0.683157,-0.247453,0.824307,-0.402556,-0.666557,0.887568,0.40839
