iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,alpha_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_alpha_exp,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_p_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_p_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_p_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_p_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3,b3
610,2061.61,1,-3.92126,0.772875,3.04788,1.78741,-2.40497,0.6056,6.15685,0.409507,-2.19214,-2.22964,-3.39043,0.60126,1.18044,0.533901,0.472489,1.5393,0.306,1.59193,0.535013,0.727933,0.165196,-0.491772,-0.537313,-0.954679,0.143607,-0.912457,0.18167,-0.401999,0.685022,0.539312,0.355204,-0.472348,0.225919,-0.500445,0.287083,-0.307615,0.456111,0.142686,0.39746,0.354876,0.90838,-0.421644,-0.169428,0.938474,-0.138839,0.353741,-0.574863,-0.0741716,0.707865,0.236715,-0.353352,-0.0383265,0.325424,-0.599962,0.575175,0.0429804,-0.222816,0.895247,0.412327,0.462412,0.593603
611,2072.35,1,-3.92268,0.778778,3.05343,1.80573,-2.3724,0.603121,6.33874,0.423251,-2.18456,-2.22966,-3.3887,0.600977,1.18024,0.554534,0.460525,1.52092,0.303405,1.70785,0.554751,0.709501,0.161013,-0.495643,-0.538974,-0.95415,0.18174,-0.900458,0.172029,-0.434468,0.656628,0.538912,0.346777,-0.47284,0.236863,-0.471217,0.286723,-0.287915,0.443436,0.100692,0.402274,0.378377,0.907686,-0.412299,-0.20647,0.911603,-0.143273,0.37139,-0.562362,-0.0758829,0.687743,0.187267,-0.362641,-0.0120981,0.35546,-0.598103,0.590247,0.0215282,-0.235052,0.903656,0.409724,0.470139,0.592107
612,2066.47,1,-3.88151,0.807922,3.03485,1.81514,-2.39641,0.604271,6.45737,0.42071,-2.16541,-2.19275,-3.39758,0.622817,1.16235,0.586397,0.460363,1.51301,0.301134,1.6646,0.5713,0.730891,0.156936,-0.46619,-0.528282,-0.954347,0.155731,-0.897158,0.163171,-0.429475,0.673019,0.513231,0.322325,-0.525048,0.202393,-0.494807,0.274007,-0.250938,0.436643,0.0900266,0.431894,0.376904,0.898037,-0.439178,-0.18279,0.909342,-0.13542,0.360154,-0.57938,-0.0437353,0.67344,0.196337,-0.348184,0.0482742,0.412091,-0.583561,0.597968,0.0399059,-0.26047,0.903168,0.412394,0.460256,0.594425
613,2072.08,1,-3.89686,0.790013,3.01027,1.81961,-2.38959,0.602784,6.53371,0.424997,-2.17641,-2.22224,-3.38277,0.627223,1.13292,0.588849,0.448706,1.50127,0.304989,1.64528,0.566808,0.725444,0.152963,-0.477981,-0.560679,-0.951621,0.143016,-0.916123,0.147618,-0.430423,0.694809,0.535656,0.339768,-0.488023,0.266079,-0.511865,0.255665,-0.288476,0.458173,0.0787241,0.457395,0.339021,0.879539,-0.455817,-0.194035,0.923817,-0.13224,0.347865,-0.589193,-0.0865148,0.661918,0.193404,-0.360157,0.000968814,0.395294,-0.615389,0.603918,0.0182142,-0.257862,0.915272,0.423745,0.431515,0.595929
614,2070.82,1,-3.86937,0.856069,3.01581,1.80079,-2.3882,0.603187,6.47055,0.431358,-2.17979,-2.21187,-3.42593,0.634169,1.21934,0.594145,0.444077,1.5014,0.302261,1.68505,0.591484,0.709059,0.149089,-0.462694,-0.505283,-0.955974,0.154878,-0.901907,0.177419,-0.401282,0.682916,0.519061,0.342654,-0.482887,0.236908,-0.450916,0.245743,-0.257948,0.416475,0.133314,0.412307,0.405464,0.876834,-0.44279,-0.193815,0.917411,-0.162956,0.333801,-0.584828,-0.100499,0.643686,0.213427,-0.380787,-0.0300977,0.364019,-0.608389,0.646844,0.0241687,-0.249183,0.902608,0.418973,0.451518,0.591735
615,2076.02,1,-3.88089,0.839857,2.99903,1.80177,-2.39193,0.608061,6.55602,0.435431,-2.16479,-2.2208,-3.391,0.62429,1.1904,0.579101,0.457716,1.49841,0.301309,1.654,0.582836,0.719315,0.162969,-0.471789,-0.517632,-0.953061,0.152055,-0.918382,0.136149,-0.414073,0.701062,0.515196,0.348398,-0.475488,0.285595,-0.399144,0.273527,-0.311243,0.442801,0.105397,0.412692,0.456424,0.89455,-0.396961,-0.192427,0.935097,-0.120941,0.35708,-0.592862,-0.147836,0.638689,0.202049,-0.324139,-0.0619938,0.346568,-0.595343,0.672601,0.0657631,-0.232251,0.903001,0.417077,0.460402,0.583225
616,2070.61,1,-3.89074,0.843545,3.01765,1.82293,-2.38124,0.610148,6.69186,0.442881,-2.12917,-2.1917,-3.39812,0.6132,1.18852,0.57051,0.466249,1.50469,0.305853,1.66566,0.588043,0.701101,0.158843,-0.469059,-0.505367,-0.951151,0.152675,-0.922818,0.178769,-0.407462,0.687092,0.509353,0.329874,-0.492131,0.274139,-0.448901,0.27624,-0.331874,0.418109,0.0933074,0.391816,0.424165,0.907097,-0.348063,-0.168707,0.928479,-0.153874,0.330963,-0.58204,-0.144308,0.651604,0.196104,-0.305963,-0.0833491,0.350483,-0.569196,0.626467,0.121217,-0.202547,0.897242,0.404831,0.472856,0.589147
617,2077.43,1,-3.89305,0.824788,3.02404,1.84303,-2.37405,0.607952,6.70833,0.441887,-2.12586,-2.18368,-3.4202,0.628937,1.15937,0.556064,0.466158,1.51497,0.303843,1.62349,0.580474,0.73454,0.154821,-0.491181,-0.525964,-0.952598,0.174995,-0.900973,0.182732,-0.401425,0.674802,0.550212,0.350562,-0.489147,0.254068,-0.437427,0.31252,-0.314491,0.436459,0.0355283,0.43064,0.38802,0.901162,-0.359063,-0.182115,0.911217,-0.150586,0.320082,-0.584585,-0.104304,0.640811,0.147135,-0.306794,-0.0127475,0.373152,-0.541637,0.606194,0.0904829,-0.194397,0.88755,0.405894,0.458849,0.596083
618,2073.55,1,-3.88601,0.849315,3.04216,1.8205,-2.37589,0.602104,6.63251,0.438321,-2.15327,-2.17503,-3.43915,0.618748,1.13002,0.559535,0.460902,1.51421,0.302472,1.58238,0.601797,0.734493,0.153433,-0.47491,-0.517999,-0.956429,0.154189,-0.8937,0.147371,-0.403217,0.697009,0.55527,0.353033,-0.486415,0.21217,-0.413814,0.289445,-0.382747,0.430333,0.057239,0.432326,0.434695,0.900873,-0.334737,-0.180333,0.92189,-0.129076,0.322121,-0.601597,-0.0817336,0.635107,0.183049,-0.244679,0.0337401,0.386247,-0.565045,0.650295,0.142437,-0.170463,0.898723,0.404631,0.4566,0.595131
619,2066.94,1,-3.87634,0.869273,3.05028,1.82209,-2.3823,0.602752,6.5169,0.429397,-2.1566,-2.18543,-3.42743,0.611298,1.1482,0.588405,0.468386,1.5093,0.300401,1.62856,0.63985,0.735975,0.1497,-0.503121,-0.510804,-0.949543,0.159209,-0.891692,0.145433,-0.378919,0.696701,0.528187,0.369496,-0.448937,0.204461,-0.438547,0.241066,-0.418537,0.440088,0.0863487,0.44397,0.43647,0.876877,-0.350848,-0.185312,0.921395,-0.114822,0.31131,-0.58608,-0.0466358,0.657944,0.193203,-0.287908,0.0506884,0.364201,-0.579638,0.668758,0.0985022,-0.169485,0.898428,0.408055,0.449177,0.596257
620,2069.98,1,-3.88965,0.84126,3.02965,1.80445,-2.39425,0.604951,6.24399,0.420872,-2.15555,-2.19706,-3.41575,0.605492,1.12587,0.575693,0.481843,1.51268,0.299817,1.60007,0.659773,0.732114,0.14591,-0.506,-0.522566,-0.952983,0.132414,-0.88497,0.140611,-0.366256,0.703035,0.498073,0.402129,-0.468898,0.179734,-0.474299,0.199893,-0.398341,0.451812,0.112777,0.436553,0.410047,0.877381,-0.357684,-0.179043,0.915451,-0.135092,0.291714,-0.598294,-0.0391673,0.668351,0.293979,-0.286789,0.079476,0.371174,-0.583547,0.675347,0.0831324,-0.210139,0.900142,0.411487,0.459832,0.594262
621,2063.43,1,-3.88442,0.839053,3.02115,1.82112,-2.37326,0.601482,6.24158,0.42081,-2.1827,-2.21537,-3.39937,0.603719,1.12979,0.573585,0.486066,1.51616,0.305552,1.63778,0.643067,0.731673,0.142215,-0.48622,-0.529085,-0.951416,0.131416,-0.913947,0.12001,-0.36589,0.69475,0.48548,0.381533,-0.503234,0.212299,-0.482066,0.183317,-0.383836,0.457998,0.125429,0.45872,0.422259,0.869488,-0.369509,-0.178275,0.933007,-0.119298,0.284711,-0.577894,-0.0632532,0.669265,0.301375,-0.285498,0.058395,0.369764,-0.57923,0.689135,0.0794856,-0.210576,0.895878,0.417476,0.461391,0.588506
622,2065.18,1,-3.87533,0.858262,3.04006,1.82545,-2.36514,0.597661,6.30721,0.409376,-2.18955,-2.24365,-3.39824,0.599461,1.15205,0.580484,0.474737,1.52427,0.310206,1.59631,0.626784,0.748081,0.138614,-0.483178,-0.524946,-0.952253,0.166033,-0.912037,0.140384,-0.375409,0.673101,0.531209,0.36218,-0.477908,0.187294,-0.4742,0.248574,-0.329679,0.448545,0.0784064,0.448975,0.376255,0.870638,-0.35403,-0.2197,0.937442,-0.125811,0.28846,-0.554932,-0.0700771,0.653465,0.243489,-0.312462,0.0631227,0.376194,-0.586887,0.649973,0.0749196,-0.227331,0.887277,0.421213,0.453416,0.593859
623,2058.61,1,-3.87916,0.878999,3.03807,1.83159,-2.35687,0.600228,6.37043,0.420981,-2.19215,-2.21977,-3.39658,0.593812,1.15039,0.579442,0.466934,1.54019,0.311641,1.55589,0.627926,0.791484,0.135105,-0.449512,-0.542508,-0.948397,0.133357,-0.916973,0.129729,-0.352306,0.69652,0.488416,0.31,-0.449952,0.165265,-0.467044,0.170619,-0.327491,0.478406,0.0772623,0.476834,0.401172,0.864495,-0.416199,-0.197954,0.950598,-0.105477,0.289577,-0.574848,-0.0769262,0.620287,0.257368,-0.370803,0.0556982,0.364897,-0.58412,0.703802,0.0452435,-0.237994,0.888871,0.417484,0.443952,0.591673
624,2063.48,1,-3.88836,0.891685,3.05135,1.83658,-2.35828,0.597482,6.48038,0.420397,-2.19578,-2.20612,-3.40275,0.593119,1.12907,0.56477,0.455111,1.53207,0.308164,1.5165,0.612026,0.788181,0.149635,-0.469678,-0.540356,-0.950375,0.119161,-0.903478,0.138689,-0.373548,0.708568,0.446625,0.32773,-0.475449,0.149733,-0.515705,0.166904,-0.339433,0.513934,0.0592656,0.478477,0.407387,0.883568,-0.384681,-0.159462,0.946093,-0.0791121,0.350643,-0.59318,-0.0285494,0.61493,0.213896,-0.361817,0.0830902,0.388974,-0.596395,0.663822,0.0497487,-0.232318,0.900055,0.416386,0.423433,0.60343
625,2068.82,1,-3.91528,0.858958,3.05808,1.82976,-2.33774,0.597567,6.54331,0.42861,-2.18863,-2.214,-3.37324,0.611157,1.13395,0.583504,0.448019,1.53991,0.307227,1.54034,0.62461,0.788308,0.17411,-0.519764,-0.524769,-0.951162,0.173643,-0.89865,0.12025,-0.372549,0.6854,0.460947,0.378232,-0.509489,0.205135,-0.495764,0.199849,-0.364059,0.492796,0.0324434,0.476185,0.404015,0.882811,-0.364444,-0.215038,0.947022,-0.0727185,0.343204,-0.557724,-0.0679871,0.661046,0.210584,-0.348024,0.104048,0.384272,-0.564073,0.666106,0.00983281,-0.233379,0.901427,0.408595,0.44734,0.604293
626,2066.67,1,-3.93332,0.853054,3.06196,1.80859,-2.3475,0.599394,6.41665,0.428662,-2.20699,-2.1931,-3.39749,0.595682,1.10523,0.57804,0.477408,1.54453,0.309296,1.58184,0.633622,0.776299,0.169701,-0.537733,-0.50778,-0.94599,0.163246,-0.898458,0.125765,-0.358888,0.701019,0.466543,0.391966,-0.514157,0.235331,-0.478905,0.192814,-0.410035,0.486646,0.00871723,0.481367,0.409545,0.852966,-0.367795,-0.202445,0.938502,-0.0785482,0.335342,-0.558926,-0.0801046,0.595862,0.164582,-0.337214,0.0957432,0.388589,-0.559026,0.692326,0.0655795,-0.214779,0.888087,0.406979,0.457855,0.597306
627,2070.46,1,-3.94147,0.859874,3.06888,1.83034,-2.33714,0.599542,6.33595,0.422288,-2.22456,-2.1902,-3.37713,0.583865,1.13045,0.593613,0.46532,1.51862,0.303822,1.59578,0.642847,0.767022,0.165404,-0.535724,-0.514336,-0.947744,0.165062,-0.907935,0.103387,-0.402599,0.689817,0.486475,0.39187,-0.516089,0.253343,-0.458749,0.226926,-0.36559,0.471725,-0.0113972,0.496705,0.39339,0.857631,-0.370803,-0.209674,0.932449,-0.0788084,0.362276,-0.558128,-0.0635683,0.607362,0.152351,-0.343194,0.110997,0.434898,-0.590419,0.68437,0.0263957,-0.257178,0.885845,0.403216,0.44248,0.599037
628,2073.08,1,-3.93262,0.832705,3.0564,1.82418,-2.33153,0.594054,6.25393,0.422531,-2.20308,-2.20789,-3.36982,0.590305,1.14926,0.605669,0.467106,1.52666,0.306394,1.69841,0.673875,0.777823,0.161216,-0.52837,-0.5166,-0.948281,0.180653,-0.906153,0.0705983,-0.381058,0.672616,0.512541,0.396528,-0.523944,0.242787,-0.385691,0.260314,-0.32359,0.470399,0.0121236,0.483241,0.442578,0.867102,-0.396305,-0.22407,0.939626,-0.0540452,0.332252,-0.552595,-0.0742372,0.583928,0.156318,-0.335123,0.132722,0.412798,-0.558339,0.726237,0.0242456,-0.241608,0.888785,0.421379,0.44796,0.59631
629,2071.72,1,-3.93219,0.847975,3.05218,1.84328,-2.32697,0.592726,6.2288,0.420344,-2.20731,-2.22133,-3.37068,0.5761,1.12016,0.601052,0.455278,1.50375,0.308771,1.68887,0.670705,0.786461,0.157134,-0.520445,-0.511813,-0.944589,0.187296,-0.909561,0.0710495,-0.365999,0.666839,0.510203,0.395966,-0.539126,0.252036,-0.418616,0.21987,-0.302657,0.461314,0.0208788,0.488554,0.436814,0.850417,-0.366438,-0.255898,0.937775,-0.0478236,0.328359,-0.523627,-0.0910814,0.570322,0.171247,-0.360773,0.140831,0.41128,-0.562103,0.745929,0.00430817,-0.225162,0.88791,0.424171,0.448852,0.588148
630,2067.2,1,-3.92918,0.865167,3.05668,1.82452,-2.33757,0.598764,6.22017,0.421475,-2.23143,-2.21734,-3.37037,0.572575,1.09816,0.599174,0.460631,1.50038,0.300953,1.73299,0.674858,0.776748,0.153155,-0.528926,-0.530042,-0.950144,0.19009,-0.924551,0.0739334,-0.351539,0.680782,0.517083,0.394558,-0.51826,0.279556,-0.408196,0.216121,-0.349803,0.47924,-0.000515762,0.479467,0.424249,0.848964,-0.408577,-0.245048,0.942226,-0.051603,0.312316,-0.555939,-0.0862974,0.577828,0.18011,-0.341349,0.116998,0.376124,-0.608219,0.745861,-0.0260826,-0.259939,0.896875,0.41061,0.433244,0.599622
631,2061.57,1,-3.93825,0.879146,3.05153,1.83837,-2.36533,0.607954,6.55654,0.419686,-2.22937,-2.19663,-3.35685,0.570791,1.07035,0.584002,0.4572,1.48241,0.293333,1.73837,0.682135,0.765983,0.153578,-0.520126,-0.550204,-0.954304,0.162642,-0.916798,0.0307452,-0.411061,0.700774,0.504313,0.391948,-0.485127,0.261753,-0.381554,0.230765,-0.383544,0.514736,0.0485324,0.491535,0.451956,0.860787,-0.428041,-0.223959,0.943463,-0.0173418,0.368616,-0.58052,-0.0682275,0.621111,0.244024,-0.310847,0.145144,0.414056,-0.605329,0.750651,-0.033907,-0.299217,0.90102,0.406643,0.398809,0.609458
632,2061.08,1,-3.95124,0.876054,3.02174,1.80179,-2.36589,0.608771,6.67273,0.419566,-2.19925,-2.21418,-3.35723,0.581797,1.04325,0.569215,0.46237,1.48198,0.287321,1.79148,0.675885,0.773694,0.149689,-0.487335,-0.536958,-0.951371,0.126022,-0.909192,0.0257523,-0.410319,0.713712,0.501485,0.332479,-0.495608,0.216033,-0.376253,0.227511,-0.357664,0.457302,0.0691717,0.453208,0.483718,0.860816,-0.451753,-0.176996,0.945924,-0.0178017,0.336437,-0.607268,-0.0629954,0.609694,0.278002,-0.321343,0.134829,0.399067,-0.594268,0.767666,-0.0320884,-0.313115,0.89255,0.411363,0.422439,0.601382
633,2044.77,1,-3.94949,0.863235,3.04498,1.83917,-2.35848,0.609788,6.74004,0.434052,-2.20211,-2.20532,-3.33802,0.615236,1.04308,0.578956,0.468255,1.49473,0.285029,1.83548,0.684769,0.754104,0.145899,-0.484907,-0.511048,-0.953803,0.1447,-0.914922,0.00736841,-0.414028,0.697207,0.474748,0.324044,-0.533897,0.187952,-0.431729,0.21264,-0.37764,0.43973,0.0494763,0.422682,0.484167,0.886976,-0.428277,-0.159857,0.955328,0.0264504,0.355989,-0.591147,-0.0290739,0.666209,0.269385,-0.321067,0.166557,0.388514,-0.599105,0.743574,-0.0751089,-0.335699,0.887085,0.407064,0.416552,0.608163
634,2046.74,1,-3.95061,0.855284,3.02727,1.83362,-2.35272,0.608592,6.71971,0.434772,-2.20256,-2.18032,-3.3547,0.621586,1.06683,0.580746,0.456399,1.4937,0.289571,1.80692,0.66743,0.758098,0.142205,-0.454023,-0.501843,-0.952099,0.0959036,-0.909892,-0.00853904,-0.403137,0.71361,0.448694,0.304535,-0.535297,0.151074,-0.413677,0.213228,-0.309947,0.454562,0.0612164,0.422208,0.517903,0.881489,-0.421292,-0.128951,0.960932,0.0374275,0.353972,-0.60624,-0.00481035,0.648307,0.229376,-0.391706,0.164993,0.367571,-0.615338,0.744023,-0.135575,-0.313522,0.885703,0.403269,0.445815,0.587331
635,2049.4,1,-3.96139,0.881681,3.03574,1.83328,-2.36179,0.606097,6.71772,0.437332,-2.20129,-2.16741,-3.34426,0.605847,1.05777,0.612352,0.444843,1.47943,0.291482,1.76117,0.65053,0.761257,0.138604,-0.45162,-0.526869,-0.95093,0.082764,-0.918966,-0.0111614,-0.407371,0.696462,0.461257,0.301415,-0.528562,0.157318,-0.40964,0.227282,-0.283606,0.491481,0.00930282,0.447572,0.521079,0.892888,-0.370429,-0.111661,0.960906,0.0477987,0.361214,-0.58848,0.0192882,0.634735,0.215357,-0.409565,0.150568,0.363374,-0.621564,0.744301,-0.131704,-0.304981,0.877281,0.411512,0.448324,0.592457
636,2057.02,1,-3.97233,0.887912,3.05077,1.82595,-2.3343,0.600203,6.90278,0.447054,-2.19218,-2.17147,-3.34046,0.607146,1.05409,0.600277,0.43713,1.48255,0.29639,1.71657,0.653721,0.796556,0.135095,-0.418847,-0.524939,-0.952762,0.0907617,-0.911407,-0.0364242,-0.41925,0.720401,0.453142,0.270434,-0.539528,0.122509,-0.392413,0.240486,-0.248362,0.489455,0.0577364,0.427329,0.523447,0.888436,-0.424326,-0.113783,0.957365,0.0635672,0.364184,-0.634132,-0.0175712,0.652193,0.245874,-0.385275,0.156821,0.347488,-0.626879,0.746597,-0.161622,-0.35291,0.893218,0.417451,0.442125,0.591999
637,2057.97,1,-3.96794,0.893656,3.02293,1.79939,-2.30495,0.601215,6.75288,0.436941,-2.22002,-2.15787,-3.34419,0.591773,1.0688,0.600322,0.461707,1.51013,0.297037,1.67311,0.643599,0.803193,0.132144,-0.456815,-0.509835,-0.958623,0.0839272,-0.908133,0.00695108,-0.406318,0.729995,0.466607,0.330895,-0.525239,0.141713,-0.433532,0.225122,-0.313,0.470174,0.0230844,0.414969,0.493104,0.900148,-0.39246,-0.111452,0.948922,0.0078387,0.357475,-0.653448,0.00203904,0.639504,0.193565,-0.375079,0.148447,0.369015,-0.614467,0.72023,-0.111858,-0.315313,0.91089,0.401445,0.41869,0.605032
638,2073.39,1,-3.97901,0.877682,3.06699,1.80942,-2.32292,0.601624,6.57869,0.435014,-2.2191,-2.17135,-3.30571,0.58205,1.09357,0.615869,0.46556,1.48543,0.300867,1.66239,0.627302,0.807285,0.133948,-0.397148,-0.458104,-0.95361,0.107852,-0.910139,0.0441327,-0.394938,0.724434,0.452424,0.269216,-0.550384,0.0838316,-0.454594,0.231455,-0.271814,0.425309,0.0395583,0.356387,0.461338,0.881531,-0.382871,-0.14143,0.951988,-0.0243145,0.343229,-0.633764,-0.0234621,0.648231,0.185462,-0.350723,0.0938606,0.341529,-0.606917,0.693465,-0.0927574,-0.316354,0.903063,0.409797,0.415241,0.610958
639,2079,1,-3.97013,0.855413,3.0689,1.80593,-2.35718,0.603743,6.66462,0.442087,-2.19909,-2.16224,-3.30867,0.579202,1.07331,0.600275,0.459774,1.47533,0.301572,1.64572,0.632064,0.81512,0.146789,-0.388374,-0.469904,-0.947498,0.108931,-0.896672,0.0146824,-0.397157,0.716054,0.463788,0.243822,-0.54409,0.0413,-0.459845,0.226016,-0.273588,0.425445,0.00573308,0.371607,0.443805,0.878316,-0.389163,-0.148358,0.939606,-0.000449464,0.336381,-0.610063,0.0210888,0.648896,0.162228,-0.353729,0.167872,0.364464,-0.585229,0.696056,-0.11861,-0.304337,0.897436,0.412823,0.440374,0.598471
640,2071.61,1,-3.96188,0.864943,3.06015,1.81009,-2.36268,0.604159,6.80157,0.447419,-2.18707,-2.16793,-3.30253,0.577813,1.04613,0.616093,0.485839,1.46815,0.298832,1.62762,0.637111,0.825266,0.143072,-0.368809,-0.446902,-0.950388,0.0868421,-0.896884,0.0352641,-0.361764,0.726337,0.450312,0.223323,-0.543841,0.0533473,-0.421265,0.232203,-0.293704,0.40267,0.0205712,0.350689,0.469201,0.865721,-0.381154,-0.124731,0.950393,-0.0128149,0.31491,-0.610672,-0.0113488,0.605471,0.154648,-0.334844,0.113372,0.327207,-0.553766,0.726734,-0.0556939,-0.270054,0.895188,0.414398,0.425324,0.599721
641,2072.38,1,-3.97004,0.867521,3.06241,1.81096,-2.36761,0.605661,6.69494,0.439267,-2.16707,-2.17117,-3.3172,0.582051,1.04262,0.610162,0.473537,1.47774,0.299838,1.59734,0.630222,0.82924,0.139449,-0.385225,-0.48661,-0.949212,0.0851828,-0.901996,0.037664,-0.37051,0.702128,0.459683,0.236208,-0.543213,0.0739666,-0.409381,0.243382,-0.303796,0.430415,0.0264896,0.396771,0.452281,0.852438,-0.383262,-0.117779,0.951695,-0.00921175,0.318359,-0.582384,-0.00327293,0.602756,0.174749,-0.372506,0.122886,0.34698,-0.53289,0.730965,-0.0420154,-0.275447,0.903294,0.417043,0.420109,0.602369
642,2063.3,1,-3.9418,0.837559,3.06104,1.8487,-2.37437,0.604346,6.5491,0.425807,-2.16686,-2.21094,-3.36305,0.582702,1.03943,0.60545,0.461547,1.50381,0.302971,1.60955,0.622579,0.84855,0.135918,-0.402433,-0.488072,-0.949433,0.132253,-0.90767,0.0216749,-0.378242,0.684899,0.501879,0.244351,-0.553935,0.0790527,-0.407969,0.288338,-0.276405,0.432403,-0.0260978,0.386737,0.412313,0.862119,-0.401011,-0.167506,0.945847,0.00931115,0.330629,-0.572109,-0.0102486,0.622741,0.107176,-0.350549,0.150502,0.355307,-0.55299,0.689749,-0.0913903,-0.252553,0.900553,0.414808,0.433819,0.601091
643,2046.17,1,-3.92902,0.805758,3.08052,1.85196,-2.38771,0.60317,6.37007,0.419487,-2.18456,-2.2177,-3.34166,0.584266,1.03975,0.596084,0.460742,1.48725,0.298796,1.62944,0.623004,0.855294,0.132477,-0.386985,-0.494961,-0.959943,0.155694,-0.914829,-0.0294165,-0.393927,0.695228,0.579368,0.247934,-0.577042,0.0708612,-0.355735,0.314047,-0.298341,0.440706,-0.1058,0.354421,0.426813,0.872602,-0.412756,-0.169919,0.954284,0.055449,0.348728,-0.598504,-0.0364193,0.623888,0.0925412,-0.322971,0.178653,0.345745,-0.569994,0.714004,-0.142515,-0.289534,0.891659,0.414453,0.435292,0.600326
644,2039.2,1,-3.93442,0.797226,3.11263,1.81499,-2.40602,0.60353,6.31892,0.42311,-2.16084,-2.21835,-3.33228,0.602318,1.01616,0.591902,0.478319,1.50065,0.30325,1.58818,0.636617,0.863988,0.129152,-0.356444,-0.513678,-0.962021,0.172321,-0.918672,-0.0295843,-0.375817,0.697492,0.564991,0.21874,-0.600675,0.0578498,-0.404903,0.277968,-0.263772,0.452459,-0.118267,0.391375,0.418399,0.88312,-0.427493,-0.184658,0.955616,0.0667568,0.341798,-0.591849,-0.0453061,0.625722,0.088881,-0.322985,0.193047,0.344538,-0.58103,0.711341,-0.14018,-0.280912,0.893774,0.410043,0.442235,0.60422
645,2047.51,1,-3.93584,0.799243,3.12053,1.82488,-2.39925,0.603083,6.36839,0.421941,-2.14578,-2.22732,-3.33595,0.610735,0.998022,0.600513,0.475615,1.48885,0.303526,1.57929,0.638857,0.852669,0.125882,-0.30792,-0.489571,-0.957277,0.159464,-0.924621,-0.0153021,-0.370104,0.686049,0.526987,0.160604,-0.607479,0.0292059,-0.414856,0.253875,-0.234645,0.419762,-0.0785459,0.363083,0.422468,0.89175,-0.399246,-0.176897,0.959992,0.0544026,0.330924,-0.568908,-0.0537901,0.643688,0.131694,-0.327408,0.158986,0.32307,-0.558455,0.70975,-0.129249,-0.286054,0.889497,0.416174,0.433556,0.605917
646,2054.05,1,-3.95746,0.777091,3.14907,1.80347,-2.42197,0.602997,6.30336,0.427012,-2.14667,-2.22363,-3.32852,0.59644,0.972752,0.608706,0.485782,1.48177,0.308905,1.59271,0.626549,0.833015,0.134435,-0.331038,-0.500167,-0.95983,0.201166,-0.915413,-0.0184994,-0.362105,0.676571,0.494463,0.193769,-0.675675,0.0372101,-0.474369,0.168242,-0.231525,0.446028,-0.120041,0.357091,0.418926,0.883434,-0.366518,-0.192514,0.954217,0.0773804,0.345446,-0.575934,-0.0643692,0.65021,0.135427,-0.269093,0.16735,0.311708,-0.547868,0.725735,-0.09758,-0.248776,0.887735,0.414103,0.431261,0.609776
647,2056.44,1,-3.95869,0.796152,3.14003,1.82738,-2.41937,0.603757,6.43748,0.421062,-2.15338,-2.24175,-3.29962,0.603216,0.981901,0.600115,0.473482,1.46321,0.30725,1.61813,0.648687,0.827626,0.145042,-0.291639,-0.481723,-0.960982,0.183357,-0.912228,-0.0182768,-0.376612,0.677069,0.470001,0.169994,-0.699343,0.00669018,-0.490304,0.158398,-0.183978,0.443248,-0.128914,0.344027,0.414358,0.888926,-0.336152,-0.171376,0.944869,0.0631936,0.358876,-0.59345,-0.043815,0.654631,0.121795,-0.270809,0.167398,0.326433,-0.568447,0.712903,-0.0949328,-0.247951,0.889368,0.415452,0.417968,0.606054
648,2060.1,1,-3.97506,0.789806,3.14434,1.84691,-2.41295,0.604915,6.31389,0.415404,-2.18326,-2.24788,-3.30365,0.625894,1.0221,0.605793,0.461493,1.47213,0.304622,1.64031,0.633321,0.823183,0.147123,-0.307651,-0.466256,-0.963277,0.218134,-0.913833,-0.00565504,-0.365089,0.659572,0.484366,0.179354,-0.691526,-0.0016511,-0.498443,0.156365,-0.199164,0.43074,-0.144208,0.312797,0.407078,0.895954,-0.355895,-0.194592,0.946705,0.0565314,0.350559,-0.586605,-0.0682707,0.667957,0.146282,-0.239063,0.156499,0.299597,-0.555795,0.705636,-0.135468,-0.315251,0.882963,0.422271,0.408623,0.603119
